timestamp;level;service;method;path;status;responseTime;userId;sessionId;ip;message;payloadSize;tags;env;host;errorCode
2025-09-24T21:41:40.294Z;INFO;payments;PUT;/api/users/2325;217;1180;8880a0b9-b7fa-4b5c-bb66-59dc7534fbfe;f8e2766d84e2ebc5;19.120.98.239;PUT /api/users/2325 -> 217: processing successful;32504;;prod;prod-host-14;
2025-09-24T22:37:25.002Z;INFO;auth;PUT;/api/users/1384;210;755;d01a91ea-84e7-4275-a00d-8e8f74b19825;22598005e4f6c26c;24.68.107.84;PUT /api/users/1384 -> 210: heartbeat ok;79889;network|payment|auth;staging;staging-host-42;
2025-09-24T20:23:39.274Z;INFO;auth;PUT;/api/orders;289;235;;df8dbe68aae1a5c8;19.102.96.172;PUT /api/orders -> 289: operation completed;161558;retry|db|auth;prod;prod-host-19;
2025-09-24T20:34:24.545Z;INFO;auth;POST;/health;274;458;c2cc39da-0a33-47f2-b941-1acdc599a642;2081a72d0b4a2b14;130.175.193.68;POST /health -> 274: processing successful;31239;;dev;dev-host-50;
2025-09-24T22:44:36.720Z;INFO;api-gateway;PUT;/api/login;279;205;105638ad-1903-4124-89fb-58fdc3468489;539dc24751164a11;38.116.205.167;PUT /api/login -> 279: processing successful;134020;retry;dev;dev-host-15;
2025-09-24T21:54:13.257Z;WARN;payments;POST;/health;286;95;;24aa8a159d3ac61c;48.148.14.199;POST /health -> 286: deprecated endpoint used;53399;db|cache;prod;prod-host-14;
2025-09-24T20:34:04.972Z;WARN;orders;DELETE;/api/login;271;330;001ae362-24f7-4da3-9c45-ed6a2bdc24c8;9853834e0d501f11;207.38.152.93;DELETE /api/login -> 271: slow response detected;123255;retry|payment;prod;prod-host-30;
2025-09-24T21:43:08.138Z;INFO;orders;DELETE;/api/users/3819;223;350;c877a4ed-fa38-40e0-876f-fc8951a0b745;;139.192.224.238;DELETE /api/users/3819 -> 223: operation completed;92079;auth;staging;staging-host-26;
2025-09-25T00:03:36.806Z;INFO;api-gateway;POST;/health;221;51;71387cc8-958d-4902-8d23-e12d3e0229a5;;149.250.186.3;POST /health -> 221: request handled;2005;retry|payment|network;prod;prod-host-35;
2025-09-24T23:36:50.747Z;INFO;auth;DELETE;/health;251;1296;10010299-a2d2-446f-ae76-327c04f0f14b;d7137d1c40fe57c7;103.92.7.187;DELETE /health -> 251: heartbeat ok;190478;retry|auth|network;prod;prod-host-27;
2025-09-24T22:05:25.335Z;INFO;auth;PUT;/api/payments;240;331;230c9313-b48c-4ead-93f9-05a1b06ea6d4;;89.230.3.234;PUT /api/payments -> 240: resource fetched;56642;cache;staging;staging-host-26;
2025-09-25T00:08:56.348Z;INFO;api-gateway;PUT;/api/payments;261;224;07632a76-c07e-4b60-be4d-df599181fa9b;84a189dc0df8bebc;251.55.253.155;PUT /api/payments -> 261: processing successful;121906;;prod;prod-host-6;
2025-09-24T20:58:14.760Z;INFO;orders;DELETE;/api/payments;289;416;516cb8d3-dcbc-49c3-86c8-f15be67a3ced;d7ffcb5e36ad74cb;48.128.180.2;DELETE /api/payments -> 289: heartbeat ok;89024;;dev;dev-host-45;
2025-09-24T21:14:30.713Z;WARN;payments;GET;/api/orders;297;148;2b66b91f-c75e-486f-9fb0-e9df2e7258af;3174f7cb4b1bf813;72.148.145.135;GET /api/orders -> 297: retry scheduled;10168;;prod;prod-host-38;
2025-09-24T22:36:42.630Z;INFO;payments;POST;/api/payments;268;883;93cdd865-4b44-4bc0-8fe8-6426802522b0;b2981433c50615ec;193.223.133.59;POST /api/payments -> 268: resource fetched;36779;cache|retry|network;prod;prod-host-5;
2025-09-24T21:35:37.799Z;INFO;orders;GET;/health;286;861;9212ce85-0a8c-4ff1-b3ed-d4278d07a32d;3b157d0e71c23add;52.54.66.207;GET /health -> 286: heartbeat ok;166805;retry|auth|cache;prod;prod-host-17;
2025-09-24T22:39:53.381Z;INFO;orders;PUT;/api/users/3884;228;51;2e758a13-c70a-42f3-a4e2-630c88bd1373;d84eb0e63358eb47;204.125.29.76;PUT /api/users/3884 -> 228: heartbeat ok;187907;;prod;prod-host-20;
2025-09-24T23:03:09.623Z;INFO;auth;POST;/health;243;63;fe3cba04-f966-490f-bdba-259a422dca3a;8c179fbe82f116c5;82.152.165.118;POST /health -> 243: resource fetched;23108;;prod;prod-host-15;
2025-09-24T20:34:38.909Z;INFO;auth;DELETE;/api/users/1350;214;25;fdb515fd-3e2b-40c9-a9cd-d7509136a523;27f80d02aea4d821;131.123.213.124;DELETE /api/users/1350 -> 214: processing successful;89526;cache|auth;prod;prod-host-33;
2025-09-24T22:00:54.581Z;INFO;auth;PUT;/api/users/2291;527;576;0011cf61-3752-4bb3-b0e3-5a955b556f1d;e79f298354900f6f;200.174.67.51;PUT /api/users/2291 -> 527: processing successful;118628;auth|cache|network;prod;prod-host-37;
2025-09-24T20:27:53.578Z;INFO;auth;PUT;/api/users/3138;273;102;b778b87f-5f2e-4992-9383-135c39782ff8;21c9614d35d44136;245.66.75.203;PUT /api/users/3138 -> 273: heartbeat ok;104741;;staging;staging-host-42;
2025-09-24T22:11:15.546Z;INFO;payments;POST;/api/users/2636;204;365;c509e50f-9832-4b55-b5fc-c047aaf355d3;03ce4c60498f275c;198.130.125.111;POST /api/users/2636 -> 204: resource fetched;140193;db|retry|network;staging;staging-host-49;
2025-09-25T00:09:48.628Z;INFO;payments;POST;/api/login;247;784;2b66b91f-c75e-486f-9fb0-e9df2e7258af;1aaf494017a6293d;12.234.160.149;POST /api/login -> 247: processing successful;154554;retry|cache;staging;staging-host-15;
2025-09-24T23:37:00.033Z;INFO;api-gateway;POST;/api/login;281;215;8d4187d3-ca3d-4ef2-8d68-20c425f1d406;0fe78362d0c69a86;218.56.239.3;POST /api/login -> 281: processing successful;195474;db;prod;prod-host-27;
2025-09-24T22:23:45.997Z;WARN;auth;POST;/api/login;209;22;2e758a13-c70a-42f3-a4e2-630c88bd1373;edcd0f01ad4a9af3;231.106.225.25;POST /api/login -> 209: retry scheduled;197742;db|retry|cache;prod;prod-host-36;
2025-09-24T21:44:44.272Z;WARN;auth;PUT;/health;524;501;;;106.217.43.146;PUT /health -> 524: deprecated endpoint used;126225;db|cache|auth;dev;dev-host-13;
2025-09-24T20:33:52.041Z;INFO;orders;PUT;/api/payments;269;133;;626394124fff11b5;236.193.174.6;PUT /api/payments -> 269: resource fetched;175001;retry|cache|network;staging;staging-host-5;
2025-09-24T22:26:02.337Z;INFO;auth;GET;/api/login;218;56;2825fb70-c8e1-42f0-a5f4-c60f7f470aa2;;137.102.100.54;GET /api/login -> 218: heartbeat ok;156566;retry|db;prod;prod-host-3;
2025-09-24T23:01:50.027Z;WARN;orders;GET;/api/payments;289;28;9c363374-a269-47ef-abfb-57dbf0a79e66;82fcf60d8fa4b2c7;50.12.128.4;GET /api/payments -> 289: retry scheduled;93926;;prod;prod-host-21;
2025-09-24T22:04:48.129Z;INFO;payments;PUT;/api/payments;293;840;90f941ec-3e1a-4228-804a-7c1c7a457b33;69d2f74389bd1cf4;4.153.214.154;PUT /api/payments -> 293: heartbeat ok;20180;cache|auth|network;prod;prod-host-49;
2025-09-25T00:10:25.523Z;INFO;orders;GET;/api/users/3159;289;466;730da18f-c0e8-474b-a182-b9935494ad95;23e4b2005b3b99ef;170.250.173.108;GET /api/users/3159 -> 289: heartbeat ok;9491;auth|db;prod;prod-host-35;
2025-09-24T23:50:14.403Z;INFO;payments;POST;/api/orders;240;397;9d7f4a31-cddc-486f-8c2e-c931c047be6d;24aa8a159d3ac61c;67.69.55.240;POST /api/orders -> 240: processing successful;189571;network|payment;staging;staging-host-49;
2025-09-24T21:12:32.735Z;WARN;api-gateway;PUT;/api/users/2652;258;1792;522ca440-2490-40e5-abbe-909e7bf02673;5eec6f69d2f07cd9;34.101.48.80;PUT /api/users/2652 -> 258: partial failure;28103;auth;staging;staging-host-8;
2025-09-24T22:44:59.115Z;INFO;payments;POST;/api/users/1261;479;54;7a7197e3-dce4-42ab-a3d8-cbce5113bfa3;2e4e26a945a1b2d6;7.229.227.146;POST /api/users/1261 -> 479: resource fetched;174708;auth;prod;prod-host-23;
2025-09-24T23:38:07.585Z;INFO;payments;POST;/api/payments;299;168;60cdb872-9dd0-42d6-8f92-d7f26cad0756;6916d02e0c315a5b;247.114.62.140;POST /api/payments -> 299: operation completed;75619;db|retry|auth;dev;dev-host-27;
2025-09-24T20:57:18.958Z;WARN;auth;POST;/api/login;512;38;7aeb8fcb-be02-4d8b-95a9-194cc016867e;22c3b065ad1d5e88;163.76.122.26;POST /api/login -> 512: slow response detected;92788;;prod;prod-host-25;
2025-09-24T21:57:09.392Z;INFO;orders;GET;/api/users/4543;239;145;f4e3e596-69f4-4041-bf86-9c7141558e6c;;202.79.196.113;GET /api/users/4543 -> 239: operation completed;135695;auth;staging;staging-host-35;
2025-09-24T23:14:59.938Z;INFO;payments;GET;/api/login;296;198;84ca7b58-ffa3-40d4-a584-ea362ba67bc6;4c501030f0871015;246.153.154.221;GET /api/login -> 296: operation completed;142707;payment|network|cache;prod;prod-host-25;
2025-09-24T22:37:16.033Z;WARN;payments;POST;/api/users/984;265;178;83a2e469-0c21-41b1-9373-d8a5fda5ccec;d93dfeda579e55da;241.192.208.220;POST /api/users/984 -> 265: retry scheduled;143555;payment|network|cache;prod;prod-host-7;
2025-09-24T21:25:09.683Z;INFO;payments;DELETE;/api/login;248;344;bd07c59c-ac50-447c-851b-99c07c79e5e1;17b3c2e1d2a2ba6b;98.43.227.167;DELETE /api/login -> 248: operation completed;161681;payment|cache|db;staging;staging-host-15;
2025-09-24T21:59:52.829Z;INFO;api-gateway;PUT;/api/login;231;260;f8fec781-3f6a-474d-910a-48c2bcb08dbf;34643eb2de7f8b27;171.99.140.129;PUT /api/login -> 231: resource fetched;60865;payment|cache|db;dev;dev-host-28;
2025-09-24T21:59:39.985Z;INFO;api-gateway;PUT;/api/login;228;243;2e758a13-c70a-42f3-a4e2-630c88bd1373;4731c57f43ed55b6;96.228.191.226;PUT /api/login -> 228: request handled;3461;db|auth;prod;prod-host-12;
2025-09-24T23:08:35.003Z;INFO;auth;GET;/api/users/4538;445;70;7d1c4a7c-c630-456e-ba74-24e0c214e3b6;8a630b87d820621a;165.63.6.215;GET /api/users/4538 -> 445: operation completed;178598;retry;prod;prod-host-15;
2025-09-24T20:55:45.195Z;ERROR;auth;GET;/api/payments?limit=50;554;227;73488182-0724-40cb-a5b8-cbbe11fce14a;764636ea0abbb9e8;12.180.151.22;GET /api/payments?limit=50 -> 554: upstream error;173891;retry|payment;staging;staging-host-1;E_TIMEOUT
2025-09-24T21:22:30.603Z;INFO;auth;DELETE;/api/login;285;86;ea433373-4826-4e6e-94d9-4aa18991de34;25528c0028a87539;37.168.160.199;DELETE /api/login -> 285: heartbeat ok;160245;;staging;staging-host-38;
2025-09-24T21:24:31.559Z;INFO;api-gateway;POST;/api/payments;263;67;;cb331f5890492b7d;232.131.198.109;POST /api/payments -> 263: resource fetched;193372;payment;dev;dev-host-23;
2025-09-24T22:15:05.840Z;WARN;auth;DELETE;/api/payments;218;33;d0712f33-32aa-4e33-9ad7-401948d84882;39056a7b538a73df;168.192.205.24;DELETE /api/payments -> 218: partial failure;29407;;prod;prod-host-2;
2025-09-24T22:48:21.617Z;INFO;orders;POST;/api/orders;206;301;93cdd865-4b44-4bc0-8fe8-6426802522b0;;75.236.157.148;POST /api/orders -> 206: processing successful;183626;;prod;prod-host-47;
2025-09-24T23:30:27.639Z;INFO;orders;POST;/api/orders;214;506;;e79f298354900f6f;18.230.129.231;POST /api/orders -> 214: operation completed;172486;auth|payment|network;prod;prod-host-16;
2025-09-24T21:34:43.573Z;INFO;api-gateway;GET;/api/users/575;257;18;f345719c-fdad-4f66-82ba-1c04ee018b96;77f6f1b431cc091d;213.17.88.46;GET /api/users/575 -> 257: operation completed;146797;payment;staging;staging-host-23;
2025-09-24T20:32:35.172Z;INFO;orders;GET;/api/payments?limit=50;482;1136;bd07c59c-ac50-447c-851b-99c07c79e5e1;22598005e4f6c26c;22.98.9.41;GET /api/payments?limit=50 -> 482: resource fetched;38964;network|auth|payment;dev;dev-host-12;
2025-09-24T22:16:03.806Z;WARN;orders;POST;/api/login;240;1;90f941ec-3e1a-4228-804a-7c1c7a457b33;fce8535477085b71;137.237.105.245;POST /api/login -> 240: retry scheduled;81318;auth|payment|network;prod;prod-host-14;
2025-09-24T22:40:18.576Z;INFO;payments;DELETE;/api/payments;268;112;954fcaf0-f4f9-4fde-a847-df2ac7e8bec4;309e5c5211f52b9d;153.164.74.111;DELETE /api/payments -> 268: operation completed;120495;;prod;prod-host-31;
2025-09-24T21:17:18.532Z;INFO;payments;POST;/api/login;213;396;625b70f8-1b68-4001-88be-979994bf9505;22c3b065ad1d5e88;69.214.92.94;POST /api/login -> 213: processing successful;81626;;staging;staging-host-32;
2025-09-24T20:17:59.919Z;WARN;auth;GET;/api/login;278;56;841ef767-e39e-465a-92ff-07f621875dc9;f9edb6ccd6bf230e;251.9.88.186;GET /api/login -> 278: slow response detected;5093;auth;dev;dev-host-24;
2025-09-24T23:02:56.630Z;INFO;orders;GET;/api/users/3474;212;222;6a2f4a40-fbb5-4dd2-9866-9b387e227dda;e8a4e6406393ba20;233.121.146.233;GET /api/users/3474 -> 212: processing successful;159500;;prod;prod-host-20;
2025-09-24T23:01:12.501Z;WARN;auth;DELETE;/api/login;425;9;c6f61d88-fe57-4d09-9710-6a52cb49ff09;3f4e7ffe65953299;180.168.135.173;DELETE /api/login -> 425: deprecated endpoint used;181602;auth;dev;dev-host-1;
2025-09-24T21:23:06.555Z;INFO;payments;GET;/api/users/1068;229;82;75542d37-90dc-4da3-88ea-7fe15dc8207f;5b6b14ad2e9d0b71;5.114.181.136;GET /api/users/1068 -> 229: heartbeat ok;46068;db;dev;dev-host-48;
2025-09-25T00:01:51.931Z;INFO;orders;POST;/api/payments;230;244;4c050a3a-3b4c-44af-a816-f8d5e882a57c;d65770c981bf1d76;68.242.93.45;POST /api/payments -> 230: resource fetched;195066;retry|payment;dev;dev-host-6;
2025-09-24T21:52:28.021Z;WARN;api-gateway;DELETE;/api/orders;587;133;63a9f238-2817-4983-b172-96d4c0766067;b82e383d07469881;222.243.198.213;DELETE /api/orders -> 587: partial failure;167393;;staging;staging-host-45;
2025-09-24T22:53:24.521Z;INFO;payments;DELETE;/api/users/543;283;82;;22598005e4f6c26c;254.22.110.139;DELETE /api/users/543 -> 283: request handled;65247;retry|payment|db;dev;dev-host-16;
2025-09-24T20:19:14.824Z;INFO;auth;DELETE;/api/payments;296;335;a830da8d-9ae7-4aa3-8ae4-5a1cb670dd5d;6e365d58f742d6fe;92.189.43.30;DELETE /api/payments -> 296: processing successful;26126;auth;staging;staging-host-11;
2025-09-24T20:51:32.004Z;WARN;auth;GET;/api/login;269;61;7aeb8fcb-be02-4d8b-95a9-194cc016867e;62139ccb9ec51ad1;30.240.117.239;GET /api/login -> 269: deprecated endpoint used;181078;payment|network;staging;staging-host-10;
2025-09-24T20:32:20.425Z;INFO;auth;PUT;/health;231;145;c877a4ed-fa38-40e0-876f-fc8951a0b745;;3.244.56.189;PUT /health -> 231: operation completed;148902;auth|db|network;dev;dev-host-3;
2025-09-25T00:01:12.927Z;INFO;orders;DELETE;/health;241;518;07bfc587-d5b2-4674-9011-4d24cb328a95;4aad7d35dfb9d97e;162.120.128.138;DELETE /health -> 241: request handled;151596;cache;prod;prod-host-4;
2025-09-24T22:29:56.403Z;WARN;auth;PUT;/api/users/3777;436;193;fdb515fd-3e2b-40c9-a9cd-d7509136a523;a21f765b3d1e4c12;6.250.121.34;PUT /api/users/3777 -> 436: deprecated endpoint used;145451;retry|db|network;staging;staging-host-19;
2025-09-24T22:03:52.045Z;INFO;orders;DELETE;/api/payments;221;273;;900ddda30e41731c;232.244.121.60;DELETE /api/payments -> 221: operation completed;151670;db|auth|retry;staging;staging-host-19;
2025-09-24T21:43:03.661Z;INFO;payments;PUT;/api/payments;235;444;039c31cd-b978-4b84-bd28-2bbbcb3154ea;;71.121.184.58;PUT /api/payments -> 235: operation completed;44536;cache;prod;prod-host-1;
2025-09-24T23:26:29.098Z;INFO;payments;DELETE;/api/login;286;75;a76c3c13-f1d4-47ef-a1dc-04436f45b376;f4789ed75b414679;126.43.84.40;DELETE /api/login -> 286: operation completed;159568;payment|auth|cache;dev;dev-host-12;
2025-09-24T23:54:53.328Z;INFO;orders;POST;/api/users/4101;262;555;b81bf56f-daa6-4973-9886-5f24a31b99e4;;79.179.188.1;POST /api/users/4101 -> 262: heartbeat ok;80120;db|payment;prod;prod-host-2;
2025-09-24T21:37:52.488Z;INFO;auth;PUT;/health;278;233;5f1e13e3-a018-49de-803c-cfc157a777d6;a8999560d600c7ca;164.242.106.67;PUT /health -> 278: heartbeat ok;148101;;dev;dev-host-2;
2025-09-24T21:44:36.010Z;INFO;api-gateway;PUT;/api/orders;281;363;75542d37-90dc-4da3-88ea-7fe15dc8207f;9bb02cae71ff484b;216.183.132.235;PUT /api/orders -> 281: heartbeat ok;104946;auth;dev;dev-host-41;
2025-09-24T22:02:06.974Z;INFO;orders;GET;/health;207;584;d01a91ea-84e7-4275-a00d-8e8f74b19825;d93dfeda579e55da;199.99.178.254;GET /health -> 207: request handled;94572;network|cache|auth;prod;prod-host-17;
2025-09-24T23:33:03.757Z;ERROR;orders;POST;/api/payments;409;1413;7be66159-ef36-44b8-a3cb-d44e74054796;02ea0330b73f21d9;167.73.245.97;POST /api/payments -> 409: database error;117343;auth|cache|db;prod;prod-host-47;E_DB
2025-09-24T21:37:45.950Z;WARN;payments;POST;/api/login;566;717;cc073ede-e6f2-4c88-afac-f515f6416350;5d318530d47b08e1;74.116.29.38;POST /api/login -> 566: partial failure;101760;;dev;dev-host-4;
2025-09-24T20:47:55.787Z;INFO;auth;POST;/api/payments;211;990;;9b247e57994971ec;106.128.231.47;POST /api/payments -> 211: processing successful;78528;;prod;prod-host-6;
2025-09-24T22:21:17.962Z;INFO;api-gateway;DELETE;/api/users/208;470;718;4c90f37a-8893-481a-8353-0c4d0092d9b9;752c0f25ef3ceacd;3.249.177.15;DELETE /api/users/208 -> 470: request handled;160506;retry|network;prod;prod-host-21;
2025-09-24T20:30:47.892Z;ERROR;api-gateway;PUT;/api/payments;586;438;;90b013e84ab4b5ac;74.68.64.113;PUT /api/payments -> 586: upstream error;163364;db|network;staging;staging-host-42;E_DOWNSTREAM
2025-09-24T22:37:43.197Z;INFO;payments;PUT;/health;223;148;40c36066-2bcc-41e3-b491-0e0588cd6944;22598005e4f6c26c;215.9.72.241;PUT /health -> 223: operation completed;190044;cache;dev;dev-host-34;
2025-09-24T21:55:40.339Z;WARN;orders;PUT;/health;489;63;eca1764b-b74e-465d-9f54-b3f6bc328ffa;717d1a014d88850b;34.147.212.67;PUT /health -> 489: retry scheduled;197106;auth|cache;prod;prod-host-26;
2025-09-24T22:31:04.424Z;INFO;auth;POST;/api/login;233;393;07bfc587-d5b2-4674-9011-4d24cb328a95;eb7d3ddb726a749f;174.87.58.250;POST /api/login -> 233: processing successful;136698;db;prod;prod-host-40;
2025-09-24T20:39:16.663Z;INFO;payments;PUT;/api/orders;222;481;;8f7d159c3e824075;191.6.35.195;PUT /api/orders -> 222: processing successful;94607;cache|payment|network;staging;staging-host-4;
2025-09-24T21:57:26.903Z;ERROR;orders;PUT;/api/orders;530;1;954fcaf0-f4f9-4fde-a847-df2ac7e8bec4;;62.182.179.179;PUT /api/orders -> 530: database error;78366;payment|auth|db;prod;prod-host-23;E_AUTH
2025-09-24T23:42:48.250Z;INFO;payments;PUT;/api/login;231;33;7be66159-ef36-44b8-a3cb-d44e74054796;5dbd8260584240d8;105.145.48.235;PUT /api/login -> 231: resource fetched;51901;network|retry|auth;staging;staging-host-4;
2025-09-24T23:45:36.449Z;INFO;api-gateway;PUT;/api/orders;296;59;43290d56-b678-48d5-b18e-592309222e8d;;39.114.169.152;PUT /api/orders -> 296: resource fetched;143919;db|cache;dev;dev-host-21;
2025-09-25T00:13:56.338Z;INFO;auth;POST;/api/login;265;25;730da18f-c0e8-474b-a182-b9935494ad95;eb8ff2dcf90b410c;253.32.114.226;POST /api/login -> 265: request handled;21563;retry;staging;staging-host-29;
2025-09-24T21:40:40.323Z;INFO;orders;DELETE;/health;268;66;a0e34127-3a5d-49cb-b645-88e6998a1251;22a9cec15e1e43b5;6.97.205.252;DELETE /health -> 268: resource fetched;50803;;staging;staging-host-33;
2025-09-24T20:20:25.539Z;INFO;orders;GET;/api/users/3379;230;822;;853074aad23e96f9;89.118.110.200;GET /api/users/3379 -> 230: processing successful;195382;network;prod;prod-host-47;
2025-09-24T22:41:11.920Z;INFO;auth;POST;/api/users/2501;209;707;ae07d2ea-820e-4c99-a913-1dfed0218b28;022486c054af015e;34.49.105.64;POST /api/users/2501 -> 209: resource fetched;95921;retry|cache;prod;prod-host-24;
2025-09-24T23:03:28.201Z;WARN;auth;DELETE;/health;247;51;;40b70b840ca76309;4.67.86.165;DELETE /health -> 247: retry scheduled;77392;;staging;staging-host-7;
2025-09-24T22:02:08.608Z;WARN;auth;PUT;/api/login;234;610;a792b88c-1ec3-45a0-9bb7-2b504c1a1109;467603ea7a833eaf;134.8.81.188;PUT /api/login -> 234: partial failure;15094;cache;prod;prod-host-40;
2025-09-24T22:15:12.041Z;INFO;payments;GET;/health;281;220;96fc76c5-73dc-4489-98c6-fbf49387a7ce;b00c348750dc8067;210.234.251.234;GET /health -> 281: resource fetched;102591;payment;prod;prod-host-23;
2025-09-24T20:45:49.459Z;INFO;auth;GET;/health;234;399;72715cbb-951f-426f-a04e-16520241e398;3e84f4abd05db009;237.152.38.144;GET /health -> 234: processing successful;90588;auth|db|retry;prod;prod-host-8;
2025-09-24T22:50:48.027Z;ERROR;auth;DELETE;/api/orders;556;462;d0712f33-32aa-4e33-9ad7-401948d84882;b080cb3d66cd3643;51.180.226.226;DELETE /api/orders -> 556: authentication failed;75058;db|payment;staging;staging-host-18;E_DOWNSTREAM
2025-09-24T23:48:56.671Z;WARN;orders;DELETE;/api/payments;229;363;;;129.141.192.165;DELETE /api/payments -> 229: retry scheduled;119876;;dev;dev-host-22;
2025-09-24T22:54:58.735Z;INFO;api-gateway;DELETE;/health;238;79;9212ce85-0a8c-4ff1-b3ed-d4278d07a32d;f4789ed75b414679;139.88.5.130;DELETE /health -> 238: operation completed;168327;auth|network;prod;prod-host-18;
2025-09-24T21:49:28.349Z;WARN;payments;DELETE;/api/payments;410;410;f06ee13a-2e4d-4b64-94e5-58825407e0f7;200c72cc548894f0;44.103.247.64;DELETE /api/payments -> 410: retry scheduled;113844;cache|network;dev;dev-host-23;
2025-09-24T23:47:58.772Z;INFO;orders;POST;/api/users/3196;223;600;ea433373-4826-4e6e-94d9-4aa18991de34;f6fa9cefe41960ce;72.141.95.102;POST /api/users/3196 -> 223: heartbeat ok;130615;;staging;staging-host-26;
2025-09-24T21:53:06.977Z;INFO;api-gateway;DELETE;/health;291;369;9a46a6e0-5822-4ef9-a4a5-44f83111efb8;98d1340a8395b048;27.203.52.8;DELETE /health -> 291: resource fetched;39228;cache|auth|network;dev;dev-host-4;
2025-09-24T22:05:55.510Z;INFO;auth;GET;/api/users/1039;219;233;cc073ede-e6f2-4c88-afac-f515f6416350;ad9c86f4250c5c40;81.44.32.92;GET /api/users/1039 -> 219: operation completed;189781;payment|db|auth;dev;dev-host-16;
2025-09-24T22:01:42.982Z;INFO;payments;POST;/health;274;174;0ed506ac-7bc6-448a-841d-a9adf6e8b983;0b387cc88bea3580;240.118.167.205;POST /health -> 274: operation completed;183873;cache|auth|db;dev;dev-host-45;
2025-09-25T00:03:58.002Z;WARN;auth;GET;/api/login;265;205;001ae362-24f7-4da3-9c45-ed6a2bdc24c8;df973c72a2d6ae33;225.116.88.100;GET /api/login -> 265: slow response detected;4302;;staging;staging-host-29;
2025-09-25T00:03:51.412Z;INFO;api-gateway;GET;/api/payments;275;697;725e545e-f295-4319-9a76-c3a8f46319ff;;95.158.56.75;GET /api/payments -> 275: heartbeat ok;3989;retry|cache;prod;prod-host-21;
2025-09-24T21:13:46.795Z;INFO;api-gateway;PUT;/api/orders;273;597;;d0fef1509210e630;118.24.31.182;PUT /api/orders -> 273: heartbeat ok;162032;db;staging;staging-host-46;
2025-09-24T23:29:41.848Z;INFO;auth;PUT;/api/login;297;684;75542d37-90dc-4da3-88ea-7fe15dc8207f;a8999560d600c7ca;237.220.124.165;PUT /api/login -> 297: operation completed;146354;db;prod;prod-host-13;
2025-09-24T23:33:09.240Z;INFO;auth;PUT;/api/payments;297;531;47d444ac-d351-4799-bce6-a0f5fec7a21a;f46f8280fd361c98;241.57.22.201;PUT /api/payments -> 297: processing successful;25995;network|auth;prod;prod-host-44;
2025-09-24T20:26:08.775Z;INFO;orders;POST;/api/orders;279;565;a76c3c13-f1d4-47ef-a1dc-04436f45b376;c5aebf53f6e7b0c0;246.84.243.132;POST /api/orders -> 279: resource fetched;20471;payment;staging;staging-host-27;
2025-09-24T21:12:08.979Z;INFO;api-gateway;GET;/api/login;295;293;721da3c6-ba53-4fbe-b4aa-07784959fe60;5246f0563bc66f04;71.19.86.0;GET /api/login -> 295: processing successful;162439;payment|auth;dev;dev-host-50;
